Edition,Publisher,Base/Expansion,Deck,Number,Type,Player(s),Name,Cost,VPs,Prerequisites,Passing Left,Card Category (Revised only),Text
Revised,Lookout,Farmers of the Moor,M,99,Minor Improvement,,Healing Clay,1 Clay,1,,,Food Provider,"When you play this card, you immediately get 1 food. Each time you use the ""Infirmary"" action space with a person lying in bed, you get 1 additional food."
Revised,Lookout,Farmers of the Moor,M,100,Minor Improvement,,Pheromones,,,At Most 2 Improvements,,Food Provider,"When you play this card, you immediately get 1 food. Additionally, each player (including you) with at least 1 stable or pasture immediately get 2 food."
Revised,Lookout,Farmers of the Moor,M,101,Minor Improvement,,Butcher's Block,1 Wood,1,see below,,Food Provider,"You cannot play this card in rounds 4, 7 9, 11, 13, and 14. All other players must and you can turn any 1 animal into food: Sheep → 1 Food; Wild boar → 2 Food; Cattle → 3 Food; Horse → 2 Food"
Revised,Lookout,Farmers of the Moor,M,102,Minor Improvement,,Savings Deposit,2 Food,1,,,Food Provider,"At the start of each harvest, shuffle all the start cards and draw one. If its number is equal to or lower than the amount of clay you have, you immediately get 65 food.  Then pass this card to the player on your elft, who adds it to their hand."
Revised,Lookout,Farmers of the Moor,M,103,Minor Improvement,,Forest Kindergarten,"1 Wood,2 Stone",1,At Most 3 Forests,,Food Provider,"Immediately after each time you take a ""Family Growth"" action (with or without room), you get 1 food for each of your farmyard spaces containing at least 1 forest."
Revised,Lookout,Farmers of the Moor,M,104,Minor Improvement,,Wild Harvest,,,,,Food Provider,"When you play this card, you immediately get 1 food. At the start of each harvest, shuffle all start cards and draw one. If its number is equal to or lower than the number of forests you have, you immediately get 1 food."
Revised,Lookout,Farmers of the Moor,M,105,Minor/Major Improvement,,Open Grill,Return Fireplace,2,,,Food Provider,"At any time: Vegetable → 2 Food; Sheep → 2 Food; Wild boar → 3 Food; Cattle → 3 Food; Horse → 2 Food ""Bake Bread"" action: Grain → 2 Food"
Revised,Lookout,Farmers of the Moor,M,106,Minor Improvement,,Horse Butchery,Remove Your Horse Slaughterhouse* from Play,3,,,Food Provider,At any time: Sheep → 1 Food; Wild boar → 2 Food; Cattle → 3 Food; Horse → 2 Food; 2 Horses → 5 Food (*The Horse Slaughterhouses start under the Fireplaces.)
Revised,Lookout,Farmers of the Moor,M,107,Minor Improvement,,Pot Roast Recipe,,,2 Horses,,Food Provider,"At any time, you can use your ""Fireplace"" and ""Cooking Hearth"" major improvements to turn 1 horse into 2 food."
Revised,Lookout,Farmers of the Moor,M,108,Minor Improvement,,Grain Distillery,"2 Stone,1 Grain",1,,,Food Provider,Harvest: At most 1 time 1 Fuel + 1 Grain → 5 Food Any number of times during scoring: 1 Fuel + 1 Grain → 1 bonus point
Revised,Lookout,Farmers of the Moor,M,109,Minor Improvement,,Malthouse,2 Clay,1,,,Food Provider,"Each time you take the ""Cut Peat"" special action, you can also turn exactly 1 grain into 4 food."
Revised,Lookout,Farmers of the Moor,M,110,Minor Improvement,,Farm Cart,3 Wood,,2 Horses,,Crop Provider,"Each time you take at least 5 wood, 4 clay, 3 reed, or 2 stone from an accumulation space, you also get 1 grain."
Revised,Lookout,Farmers of the Moor,M,111,Minor Improvement,,No-Till Farming,,,2 Fields,,Crop Provider,"You can plant grain or vegetables on up to 2 unused farmyard spaces. Even if you do, these farmyard spaces are not considered field but still unused. YOu can discard crops from these farmyard spaces at any time."
Revised,Lookout,Farmers of the Moor,M,112,Minor Improvement,,Peat Ash Fertilizer,1 Food,,,,Crop Provider,"Each time before you take the ""Cut Peat"" special action, you can place 1 additional crop of the same type on all fields an farmyard spaces containing grain or vegetables. (Do not place any crops on empty fields and farmyard spaces.)"
Revised,Lookout,Farmers of the Moor,M,113,Minor/Major Improvement,,Living History Museum,Return the Museum of the Moors*,4,Clay House,,Building Resource Provider,These major improvements cost you 1 building resource less: Heating Oven 1 Clay; Village Church 1 Stone; Tiled Oven 1 Stone; Furniture Stall 1 Wood; Riding Stables 1 Wood; Basket Stall 1 Reed; Ceramics Stall 1 Clay (*It starts under the Peat Charcoal Kiln)
Revised,Lookout,Farmers of the Moor,M,114,Minor Improvement,,Riverside Woods,,,3 Major Improvements,,Building Resource Provider,"With this card, each time you use the ""Fishing"" accumulation space, you also get 1 wood for each of your farmyard spaces containing at least 1 forest, up to a maximum of 3 wood."
Revised,Lookout,Farmers of the Moor,M,115,Minor Improvement,,Oak Bark,1 Food,,2 Major Improvements,,Building Resource Provider,"When you play this card, you immediately get 2 wood. Each time you turn wild boar, cattle, or horses into food, you get 1 additional wood for each of these animals that you turn."
Revised,Lookout,Farmers of the Moor,M,116,Minor Improvement,,Moor Birch Trees,2 Food,,3 Rooms,,Building Resource Provider,"Each time you take the ""Cut Peat"" special action, you also get 2 wood."
Revised,Lookout,Farmers of the Moor,M,117,Minor Improvement,,Draughthorses,,,,,Building Resource Provider,"Each time you take exactly 3 or at least 4 wood from an accumulation space, if you have at least 1 horse, you can pay exactly 1 food to get 1 or 2 additional wood, respectively."
Revised,Lookout,Farmers of the Moor,M,118,Minor Improvement,,Timber Mill,"3 Clay,2 Stone",3,,,Building Resource Provider,"Each time you take the ""Fell Trees"" special action or take at least 4 wood from an accumulation space, you get 1 additional wood. If you pay 1 fuel, you get 2 additional wood instead of 1."
Revised,Lookout,Farmers of the Moor,M,119,Minor Improvement,,Alder Swamp,2 Food,1,2 Improvements,,Building Resource Provider,"Each time you take the ""Feel Trees"" special action, you also get your choice of 1 wood or 1 reed."
Revised,Lookout,Farmers of the Moor,M,120,Minor Improvement,,River Clay,,,1 Major Improvement,,Building Resource Provider,"Each time you use the ""Fishing"" accumulation space, you also get 2 clay."
Revised,Lookout,Farmers of the Moor,M,121,Minor Improvement,,Loam,,,1 Improvement,,Building Resource Provider,"In each work phase, if you have placed all but one of your people when taking the ""Hiring Fair"" special action, you also get 1 clay."
Revised,Lookout,Farmers of the Moor,M,122,Minor Improvement,,Willow Bank,,,1 Major Improvement,,Building Resource Provider,"Each time you take the ""Feel Trees"" special action, you also get 1 reed."
Revised,Lookout,Farmers of the Moor,M,123,Minor Improvement,,Stone Quarry,3 Food,1,,,Building Resource Provider,"Place 5 stone—only 3 stone in 3 players game—on this card. Each time you take the ""Hiring Fair"" special action, you also get 1 stone from this card."
Revised,Lookout,Farmers of the Moor,M,124,Minor Improvement,,Stone Wagon,2 Wood,,,,Building Resource Provider,"Each time you use the ""Day Laborer"" action space, you also get 1 stone."
Revised,Lookout,Farmers of the Moor,M,125,Minor Improvement,,Hardware Store,"2 Clay,1 Reed",,2 Improvements,,Building Resource Provider,"Place 3 usage counters on this card. At any time, you can return 1 usage counter from this card to take 1 of each building resource that you have none of in your supply."
Revised,Lookout,Farmers of the Moor,M,126,Minor Improvement,,Cooperative Store,"2 Wood,1 Clay",1,,,Building Resource Provider,"Place 4 usage counters on this card. At any time, you can return 1 usage counter from this card plus 1 building resource for your choice to get 1 of any other building resource except stone."
Revised,Lookout,Farmers of the Moor,M,127,Minor Improvement,,Wheelbarrow,2 Wood,,1 Major Improvement,,Building Resource Provider,"Each time you take at least 4 of the same building resource from an accumulation space, you also get 1 fuel. Each time you take the ""Cut Peat"" special action, you also get 1 building resource of your choice."
Revised,Lookout,Farmers of the Moor,M,128,Minor Improvement,,Workbench,2 Wood,,At Most 4 Improvements,,Building Resource Provider,"In the field phase of each harvest at the ends of round 13 and 14, you get 3 wood, 2 clay, and 1 reed. (You can use these, for example, to earn bonus points from the Joinery, Pottery, or Basketmaker's Workshop.)"
Revised,Lookout,Farmers of the Moor,M,129,Minor Improvement,,Plowhorse Market,1 Clay,,1 Major Improvement,,Livestock Provider,"Each time you use the ""Farmland"" or ""Cultivation"" action space, you can also buy exactly 1 horse for 1 food."
Revised,Lookout,Farmers of the Moor,M,130,Minor Improvement,,Nosebag,1 Food,,1 Major Improvement,,Livestock Provider,"Each time you use the ""Grain Seeds"" action space, you also get 1 horse."
Revised,Lookout,Farmers of the Moor,M,131,Minor Improvement,,Cattle Stall,"2 Wood,2 Clay",1,,,Livestock Provider,"Place 4 usage counters on this card. At any time, you can return 1 usage counter from this card plus 1 building resource of your choice to get 1 of any other building resource except stone."
Revised,Lookout,Ephipparius Expansion,E,1,Minor Improvement,,Pole Barns,2 Wood,,15 Fences Built,X,Farm Planner,You can immediately build up to 3 stables at no cost.
Revised,Lookout,Ephipparius Expansion,E,2,Minor Improvement,,Renovation Materials,"3 Clay,1 Reed",,Wooden House,X,Farm Planner,Immediately renovate to clay at no cost. (You must pay the cost of this card though.)
Revised,Lookout,Ephipparius Expansion,E,3,Minor Improvement,,Tea Time,1 Food,,"Your Person on ""Grain Utilization""",X,Actions Booster,"Immediately return your person on the ""Grain Utilization"" action space home; you can place it again later this round."
Revised,Lookout,Ephipparius Expansion,E,4,Minor Improvement,,Thunderbolt,,,1 Grain Field,X,Building Resource Provider,Immediately remove all grain from one of your fields to the general supply. Gain 2 wood for each grain you just removed.
Revised,Lookout,Ephipparius Expansion,E,5,Minor Improvement,,Night Loot,2 Food,,,X,Building Resource Provider,Immediately remove exactly 2 different building resources from accumulation spaces and place them in your supply.
Revised,Lookout,Ephipparius Expansion,E,6,Minor Improvement,,Recount,,,,X,Building Resource Provider,You immediately get 1 building resource of each type of which you have 4 or more resources in your supply already.
Revised,Lookout,Ephipparius Expansion,E,7,Minor Improvement,,Pumpernickel,1 Grain,,,X,Food Provider,"You immediately get 4 food. (Effectively, you are turning 1 grain into 4 food.)"
Revised,Lookout,Ephipparius Expansion,E,8,Minor Improvement,,Farmers Market,2 Food,,,X,Crop Provider,"You immediately get 1 vegetable. (Effectively, you are buying 1 vegetable for 2 food.)"
Revised,Lookout,Ephipparius Expansion,E,9,Minor Improvement,,Bartering Hut,,,,X,Livestock Provider,Up to two times: Immediately spend any 2/3/4 building resources for 1 sheep/wild boar/cattle from the general supply.
Revised,Lookout,Ephipparius Expansion,E,10,Minor Improvement,,Straw Hat,1 Reed,,,,Farm Planner,"At the end of the work phases of rounds 3 and 6, you can move your person from the ""Farmland"" action space to an unoccupied action space and take that action, or get 1 food."
Revised,Lookout,Ephipparius Expansion,E,11,Minor Improvement,,Petting Zoo,1 Wood,,,,Farm Planner,"As long as you have a pasture orthogonally adjacent to your house, you can keep animals of any type on this card, up to the number of rooms in your house."
Revised,Lookout,Ephipparius Expansion,E,12,Minor Improvement,,Animal Bedding,,1,1 Grain Field,,Farm Planner,"You can keep 1 additional animal (of the same type) in each of your unfenced stables, and 2 additional animals (of the same type) in each pasture with stable."
Revised,Lookout,Ephipparius Expansion,E,13,Minor Improvement,,Stone House Reconstruction,1 Stone,1,,,Farm Planner,"At any time, you can renovate your clay house to a stone house without placing a person. (You must pay the normal renovation cost.)"
Revised,Lookout,Ephipparius Expansion,E,14,Minor Improvement,,Wood Saw,1 Wood,,,,Farm Planner,"Each time all other players have more people than you, you can take a ""Build Rooms"" action without placing a person."
Revised,Lookout,Ephipparius Expansion,E,15,Minor Improvement,,Nail Basket,1 Reed,1,,,Farm Planner,"Each time after you use a wood accumulation space, you can place 1 stone from your supply on that space (for the next visitor) to take a “Build Fences” action."
Revised,Lookout,Ephipparius Expansion,E,16,Minor Improvement,,Briar Hedge,,,All Animal Types,,Farm Planner,You do not need to pay wood for fences that you build on the edge of your farmyard board.
Revised,Lookout,Ephipparius Expansion,E,17,Minor Improvement,,Skimmer Plow,1 Wood,0,2 Occupations,,Farm Planner,"Each time you use the ""Farmland"" or ""Cultivation"" action space, you can plow 2 fields instead of 1. Each time you sow, you must place 1 fewer good on each field you sow."
Revised,Lookout,Ephipparius Expansion,E,18,Minor Improvement,,Seed Almanac,1 Reed,,4 Occupations,,Farm Planner,"Each time after you play a minor improvement after this one, you can pay 1 food to plow 1 field."
Revised,Lookout,Ephipparius Expansion,E,19,Minor Improvement,,Ox Goad,1 Wood,1,3 Occupations,,Farm Planner,"Each time after you use the ""Cattle Market"" accumulation space, you can pay 2 food to plow 1 field."
Revised,Lookout,Ephipparius Expansion,E,20,Minor Improvement,,Iron Hoe,1 Wood,0,,,Farm Planner,"At the end of each work phase, if you occupy both the ""Grain Seeds"" and ""Vegetable Seeds"" action spaces, you can plow 1 field."
